application_id,submission_date,decision_date,visa_type,applicant_country,processing_office,status,processing_days,submission_month,submission_quarter,is_peak_season,country_avg_days,office_avg_days,status_binary
674,2024-02-04,2024-03-26,Tourist,India,Berlin,Denied,51,2,1,0,41.64736842105263,42.0548523206751,0.0
675,2024-08-14,2024-10-15,Tourist,Brazil,Delhi,Denied,62,8,3,1,40.990338164251206,42.42922374429224,0.0
676,2024-09-21,2024-11-01,Student,Germany,Mumbai,Certified,41,9,3,1,41.94634146341463,41.49626865671642,1.0
677,2024-07-30,2024-09-15,Student,Nigeria,SaoPaulo,Denied,47,7,3,1,41.93877551020408,41.93832599118943,0.0
678,2024-01-31,2024-03-14,Student,Japan,SaoPaulo,Certified,43,1,1,0,43.073170731707314,41.93832599118943,1.0
679,2024-07-09,2024-08-24,Work,Japan,Berlin,Denied,46,7,3,1,43.073170731707314,42.0548523206751,0.0
680,2024-12-07,2025-01-25,Tourist,Nepal,SaoPaulo,Denied,49,12,4,1,41.83756345177665,41.93832599118943,0.0
681,2024-09-21,2024-11-13,Tourist,India,Berlin,Denied,53,9,3,1,41.64736842105263,42.0548523206751,0.0
682,2024-02-20,2024-04-08,Work,Nepal,Delhi,Denied,48,2,1,0,41.83756345177665,42.42922374429224,0.0
683,2024-12-16,2025-02-01,Business,Japan,SaoPaulo,Denied,47,12,4,1,43.073170731707314,41.93832599118943,0.0
684,2024-12-15,2025-02-09,Student,Germany,Berlin,Denied,56,12,4,1,41.94634146341463,42.0548523206751,0.0
685,2024-03-02,2024-04-03,Business,India,Tokyo,Certified,32,3,1,0,41.64736842105263,41.72289156626506,1.0
686,2024-10-19,2024-12-01,Student,India,Tokyo,Certified,43,10,4,0,41.64736842105263,41.72289156626506,1.0
687,2024-05-28,2024-07-02,Student,Nigeria,Mumbai,Certified,35,5,2,0,41.93877551020408,41.49626865671642,1.0
688,2024-08-04,2024-09-20,Tourist,Nigeria,Tokyo,Denied,47,8,3,1,41.93877551020408,41.72289156626506,0.0
689,2024-06-11,2024-08-03,Student,Japan,Berlin,Denied,53,6,2,1,43.073170731707314,42.0548523206751,0.0
690,2024-10-12,2024-11-15,Student,Germany,Mumbai,Certified,34,10,4,0,41.94634146341463,41.49626865671642,1.0
691,2024-12-29,2025-02-15,Work,Nepal,Mumbai,Denied,48,12,4,1,41.83756345177665,41.49626865671642,0.0
692,2024-10-17,2024-12-08,Tourist,India,Tokyo,Denied,52,10,4,0,41.64736842105263,41.72289156626506,0.0
693,2024-12-05,2025-01-18,Tourist,Nigeria,Mumbai,Certified,44,12,4,1,41.93877551020408,41.49626865671642,1.0
694,2024-12-11,2025-02-01,Student,Nigeria,Delhi,Denied,52,12,4,1,41.93877551020408,42.42922374429224,0.0
695,2024-02-02,2024-03-18,Tourist,Japan,SaoPaulo,Denied,45,2,1,0,43.073170731707314,41.93832599118943,0.0
696,2024-04-02,2024-05-11,Tourist,Nigeria,Mumbai,Certified,39,4,2,0,41.93877551020408,41.49626865671642,1.0
697,2024-09-20,2024-11-03,Work,Nigeria,Tokyo,Certified,44,9,3,1,41.93877551020408,41.72289156626506,1.0
698,2024-08-03,2024-09-15,Business,Nepal,Tokyo,Certified,43,8,3,1,41.83756345177665,41.72289156626506,1.0
699,2024-01-19,2024-03-03,Work,India,SaoPaulo,Certified,44,1,1,0,41.64736842105263,41.93832599118943,1.0
700,2024-02-04,2024-03-08,Tourist,Japan,Tokyo,Certified,33,2,1,0,43.073170731707314,41.72289156626506,1.0
701,2024-07-08,2024-08-31,Business,Germany,Tokyo,Denied,54,7,3,1,41.94634146341463,41.72289156626506,0.0
702,2024-08-12,2024-10-02,Work,India,SaoPaulo,Denied,51,8,3,1,41.64736842105263,41.93832599118943,0.0
703,2024-03-02,2024-04-01,Work,Germany,SaoPaulo,Certified,30,3,1,0,41.94634146341463,41.93832599118943,1.0
704,2024-03-03,2024-04-10,Tourist,Brazil,Delhi,Certified,38,3,1,0,40.990338164251206,42.42922374429224,1.0
705,2024-02-17,2024-03-09,Work,Brazil,Tokyo,Certified,21,2,1,0,40.990338164251206,41.72289156626506,1.0
706,2024-07-25,2024-08-30,Tourist,Japan,Delhi,Certified,36,7,3,1,43.073170731707314,42.42922374429224,1.0
707,2024-01-03,2024-02-17,Work,Japan,SaoPaulo,Denied,45,1,1,0,43.073170731707314,41.93832599118943,0.0
708,2024-07-27,2024-09-15,Tourist,Nepal,Delhi,Denied,50,7,3,1,41.83756345177665,42.42922374429224,0.0
709,2024-06-22,2024-08-19,Business,Nepal,Mumbai,Denied,58,6,2,1,41.83756345177665,41.49626865671642,0.0
710,2024-06-19,2024-08-03,Tourist,Germany,Delhi,Denied,45,6,2,1,41.94634146341463,42.42922374429224,0.0
711,2024-09-04,2024-10-30,Work,Japan,Tokyo,Denied,56,9,3,1,43.073170731707314,41.72289156626506,0.0
712,2024-07-09,2024-09-11,Tourist,India,Delhi,Denied,64,7,3,1,41.64736842105263,42.42922374429224,0.0
713,2024-09-22,2024-11-13,Work,Japan,Delhi,Denied,52,9,3,1,43.073170731707314,42.42922374429224,0.0
714,2024-10-05,2024-11-14,Student,Brazil,Berlin,Certified,40,10,4,0,40.990338164251206,42.0548523206751,1.0
715,2024-12-01,2025-01-15,Business,Nigeria,SaoPaulo,Denied,45,12,4,1,41.93877551020408,41.93832599118943,0.0
716,2024-10-18,2024-11-22,Work,India,Berlin,Certified,35,10,4,0,41.64736842105263,42.0548523206751,1.0
717,2024-07-07,2024-08-05,Student,Germany,Berlin,Certified,29,7,3,1,41.94634146341463,42.0548523206751,1.0
718,2024-06-28,2024-08-12,Tourist,Germany,Tokyo,Denied,45,6,2,1,41.94634146341463,41.72289156626506,0.0
719,2024-03-27,2024-05-11,Work,Nigeria,Berlin,Denied,45,3,1,0,41.93877551020408,42.0548523206751,0.0
720,2024-08-06,2024-09-11,Student,Germany,Mumbai,Certified,36,8,3,1,41.94634146341463,41.49626865671642,1.0
721,2024-02-20,2024-03-26,Tourist,Japan,Berlin,Certified,35,2,1,0,43.073170731707314,42.0548523206751,1.0
722,2024-12-05,2025-01-17,Work,Japan,Delhi,Certified,43,12,4,1,43.073170731707314,42.42922374429224,1.0
723,2024-11-04,2024-12-02,Tourist,Germany,Mumbai,Certified,28,11,4,0,41.94634146341463,41.49626865671642,1.0
724,2024-02-13,2024-03-21,Tourist,Japan,Tokyo,Certified,37,2,1,0,43.073170731707314,41.72289156626506,1.0
725,2024-10-13,2024-11-11,Tourist,Germany,Mumbai,Certified,29,10,4,0,41.94634146341463,41.49626865671642,1.0
726,2024-02-12,2024-03-27,Student,Germany,Delhi,Certified,44,2,1,0,41.94634146341463,42.42922374429224,1.0
727,2024-09-20,2024-11-15,Tourist,Nigeria,Delhi,Denied,56,9,3,1,41.93877551020408,42.42922374429224,0.0
728,2024-02-02,2024-03-09,Tourist,Germany,SaoPaulo,Certified,36,2,1,0,41.94634146341463,41.93832599118943,1.0
729,2024-06-27,2024-07-26,Student,India,Mumbai,Certified,29,6,2,1,41.64736842105263,41.49626865671642,1.0
730,2024-08-28,2024-10-15,Tourist,Nigeria,Delhi,Denied,48,8,3,1,41.93877551020408,42.42922374429224,0.0
731,2024-09-23,2024-11-20,Tourist,Brazil,Tokyo,Denied,58,9,3,1,40.990338164251206,41.72289156626506,0.0
732,2024-06-01,2024-07-08,Student,Japan,Berlin,Certified,37,6,2,1,43.073170731707314,42.0548523206751,1.0
733,2024-12-02,2025-01-20,Tourist,India,Berlin,Denied,49,12,4,1,41.64736842105263,42.0548523206751,0.0
734,2024-10-09,2024-11-09,Business,Nigeria,SaoPaulo,Certified,31,10,4,0,41.93877551020408,41.93832599118943,1.0
735,2024-03-17,2024-04-25,Student,Nepal,Mumbai,Certified,39,3,1,0,41.83756345177665,41.49626865671642,1.0
736,2024-09-01,2024-10-16,Business,Japan,Berlin,Denied,45,9,3,1,43.073170731707314,42.0548523206751,0.0
737,2024-09-23,2024-11-16,Business,Japan,Tokyo,Denied,54,9,3,1,43.073170731707314,41.72289156626506,0.0
738,2024-05-01,2024-06-06,Business,Nepal,Tokyo,Certified,36,5,2,0,41.83756345177665,41.72289156626506,1.0
739,2024-09-26,2024-11-27,Work,Japan,Mumbai,Denied,62,9,3,1,43.073170731707314,41.49626865671642,0.0
740,2024-11-23,2024-12-30,Student,Brazil,Tokyo,Certified,37,11,4,0,40.990338164251206,41.72289156626506,1.0
741,2024-10-25,2024-12-06,Work,Japan,Tokyo,Certified,42,10,4,0,43.073170731707314,41.72289156626506,1.0
742,2024-10-05,2024-11-06,Tourist,Germany,Delhi,Certified,32,10,4,0,41.94634146341463,42.42922374429224,1.0
743,2024-08-19,2024-10-11,Business,India,Delhi,Denied,53,8,3,1,41.64736842105263,42.42922374429224,0.0
744,2024-04-08,2024-05-06,Student,Nepal,Tokyo,Certified,28,4,2,0,41.83756345177665,41.72289156626506,1.0
745,2024-10-17,2024-11-22,Tourist,Brazil,Delhi,Certified,36,10,4,0,40.990338164251206,42.42922374429224,1.0
746,2024-05-12,2024-06-21,Tourist,Nepal,SaoPaulo,Certified,40,5,2,0,41.83756345177665,41.93832599118943,1.0
747,2024-07-13,2024-08-13,Tourist,India,Delhi,Certified,31,7,3,1,41.64736842105263,42.42922374429224,1.0
748,2024-04-24,2024-06-08,Tourist,Japan,SaoPaulo,Denied,45,4,2,0,43.073170731707314,41.93832599118943,0.0
749,2024-04-24,2024-06-08,Work,Japan,Tokyo,Denied,45,4,2,0,43.073170731707314,41.72289156626506,0.0
750,2024-02-27,2024-04-07,Tourist,Brazil,Berlin,Certified,40,2,1,0,40.990338164251206,42.0548523206751,1.0
751,2024-12-16,2025-01-21,Business,Nepal,Mumbai,Certified,36,12,4,1,41.83756345177665,41.49626865671642,1.0
752,2024-02-23,2024-04-03,Student,Nepal,Mumbai,Certified,40,2,1,0,41.83756345177665,41.49626865671642,1.0
753,2024-02-01,2024-03-18,Work,Japan,Tokyo,Denied,46,2,1,0,43.073170731707314,41.72289156626506,0.0
754,2024-12-07,2025-01-13,Student,Nepal,Tokyo,Certified,37,12,4,1,41.83756345177665,41.72289156626506,1.0
755,2024-07-21,2024-08-26,Tourist,India,Mumbai,Certified,36,7,3,1,41.64736842105263,41.49626865671642,1.0
756,2024-06-08,2024-07-29,Tourist,Brazil,Berlin,Denied,51,6,2,1,40.990338164251206,42.0548523206751,0.0
757,2024-09-26,2024-11-14,Work,Brazil,SaoPaulo,Denied,49,9,3,1,40.990338164251206,41.93832599118943,0.0
758,2024-05-19,2024-06-23,Work,Nigeria,Mumbai,Certified,35,5,2,0,41.93877551020408,41.49626865671642,1.0
759,2024-02-16,2024-04-05,Student,Brazil,Tokyo,Denied,49,2,1,0,40.990338164251206,41.72289156626506,0.0
760,2024-09-23,2024-11-13,Student,Japan,Delhi,Denied,51,9,3,1,43.073170731707314,42.42922374429224,0.0
761,2024-03-05,2024-04-21,Business,Nigeria,SaoPaulo,Denied,47,3,1,0,41.93877551020408,41.93832599118943,0.0
762,2024-07-20,2024-09-21,Business,Japan,Delhi,Denied,63,7,3,1,43.073170731707314,42.42922374429224,0.0
763,2024-12-12,2025-01-25,Student,Brazil,Mumbai,Certified,44,12,4,1,40.990338164251206,41.49626865671642,1.0
764,2024-12-07,2025-01-16,Tourist,Nigeria,Berlin,Certified,40,12,4,1,41.93877551020408,42.0548523206751,1.0
765,2024-05-11,2024-06-25,Student,Brazil,Mumbai,Denied,45,5,2,0,40.990338164251206,41.49626865671642,0.0
766,2024-10-11,2024-11-19,Work,Germany,Delhi,Certified,39,10,4,0,41.94634146341463,42.42922374429224,1.0
767,2024-08-11,2024-09-19,Work,Germany,Tokyo,Certified,39,8,3,1,41.94634146341463,41.72289156626506,1.0
768,2024-06-23,2024-08-02,Tourist,Nepal,Delhi,Certified,40,6,2,1,41.83756345177665,42.42922374429224,1.0
769,2024-02-21,2024-04-18,Tourist,Japan,SaoPaulo,Denied,57,2,1,0,43.073170731707314,41.93832599118943,0.0
770,2024-05-17,2024-06-27,Student,Japan,Delhi,Certified,41,5,2,0,43.073170731707314,42.42922374429224,1.0
771,2024-08-25,2024-10-14,Business,Japan,Mumbai,Denied,50,8,3,1,43.073170731707314,41.49626865671642,0.0
772,2024-12-26,2025-02-22,Tourist,Nepal,SaoPaulo,Denied,58,12,4,1,41.83756345177665,41.93832599118943,0.0
773,2024-01-02,2024-02-11,Student,Germany,Delhi,Certified,40,1,1,0,41.94634146341463,42.42922374429224,1.0
774,2024-09-18,2024-10-28,Tourist,India,Delhi,Certified,40,9,3,1,41.64736842105263,42.42922374429224,1.0
775,2024-11-04,2024-12-12,Tourist,India,Tokyo,Certified,38,11,4,0,41.64736842105263,41.72289156626506,1.0
776,2024-12-13,2025-01-11,Work,Japan,Delhi,Certified,29,12,4,1,43.073170731707314,42.42922374429224,1.0
777,2024-06-03,2024-07-16,Student,India,SaoPaulo,Certified,43,6,2,1,41.64736842105263,41.93832599118943,1.0
778,2024-02-13,2024-04-03,Student,Japan,Berlin,Denied,50,2,1,0,43.073170731707314,42.0548523206751,0.0
779,2024-04-08,2024-05-15,Business,Brazil,SaoPaulo,Certified,37,4,2,0,40.990338164251206,41.93832599118943,1.0
780,2024-11-06,2024-12-14,Tourist,Nepal,Mumbai,Certified,38,11,4,0,41.83756345177665,41.49626865671642,1.0
781,2024-11-16,2024-12-21,Tourist,India,Delhi,Certified,35,11,4,0,41.64736842105263,42.42922374429224,1.0
782,2024-08-20,2024-10-11,Business,Germany,SaoPaulo,Denied,52,8,3,1,41.94634146341463,41.93832599118943,0.0
783,2024-02-14,2024-03-24,Work,Germany,Tokyo,Certified,39,2,1,0,41.94634146341463,41.72289156626506,1.0
784,2024-02-14,2024-03-21,Tourist,Brazil,SaoPaulo,Certified,36,2,1,0,40.990338164251206,41.93832599118943,1.0
785,2024-06-23,2024-08-12,Student,Germany,Mumbai,Denied,50,6,2,1,41.94634146341463,41.49626865671642,0.0
786,2024-08-02,2024-09-07,Work,Nepal,Berlin,Certified,36,8,3,1,41.83756345177665,42.0548523206751,1.0
787,2024-01-12,2024-02-28,Student,Nigeria,Berlin,Denied,47,1,1,0,41.93877551020408,42.0548523206751,0.0
788,2024-09-07,2024-10-23,Work,Nepal,Berlin,Denied,46,9,3,1,41.83756345177665,42.0548523206751,0.0
789,2024-07-17,2024-09-09,Work,Nigeria,Mumbai,Denied,54,7,3,1,41.93877551020408,41.49626865671642,0.0
790,2024-01-05,2024-02-04,Student,India,Mumbai,Certified,30,1,1,0,41.64736842105263,41.49626865671642,1.0
791,2024-02-04,2024-03-23,Business,Brazil,Tokyo,Denied,48,2,1,0,40.990338164251206,41.72289156626506,0.0
792,2024-06-14,2024-08-11,Student,Nigeria,Delhi,Denied,58,6,2,1,41.93877551020408,42.42922374429224,0.0
793,2024-09-20,2024-11-09,Business,Nigeria,Mumbai,Denied,50,9,3,1,41.93877551020408,41.49626865671642,0.0
794,2024-10-28,2024-11-27,Tourist,Brazil,Mumbai,Certified,30,10,4,0,40.990338164251206,41.49626865671642,1.0
795,2024-06-06,2024-07-24,Student,Nigeria,Delhi,Denied,48,6,2,1,41.93877551020408,42.42922374429224,0.0
796,2024-04-17,2024-05-27,Work,Nigeria,Delhi,Certified,40,4,2,0,41.93877551020408,42.42922374429224,1.0
797,2024-12-19,2025-01-23,Business,Nepal,Berlin,Certified,35,12,4,1,41.83756345177665,42.0548523206751,1.0
798,2024-06-16,2024-08-02,Tourist,Nepal,Delhi,Denied,47,6,2,1,41.83756345177665,42.42922374429224,0.0
799,2024-04-25,2024-06-07,Business,Nigeria,Mumbai,Certified,43,4,2,0,41.93877551020408,41.49626865671642,1.0
800,2024-06-10,2024-08-06,Tourist,Japan,Berlin,Denied,57,6,2,1,43.073170731707314,42.0548523206751,0.0
801,2024-01-05,2024-02-17,Student,Germany,SaoPaulo,Certified,43,1,1,0,41.94634146341463,41.93832599118943,1.0
802,2024-04-20,2024-06-02,Student,Nigeria,Delhi,Certified,43,4,2,0,41.93877551020408,42.42922374429224,1.0
803,2024-07-07,2024-08-30,Student,Japan,Berlin,Denied,54,7,3,1,43.073170731707314,42.0548523206751,0.0
804,2024-12-01,2025-01-17,Business,Japan,Delhi,Denied,47,12,4,1,43.073170731707314,42.42922374429224,0.0
805,2024-09-26,2024-10-28,Work,Nigeria,Berlin,Certified,32,9,3,1,41.93877551020408,42.0548523206751,1.0
806,2024-10-12,2024-11-17,Business,India,Berlin,Certified,36,10,4,0,41.64736842105263,42.0548523206751,1.0
807,2024-07-17,2024-09-01,Student,Nigeria,Tokyo,Denied,46,7,3,1,41.93877551020408,41.72289156626506,0.0
808,2024-02-10,2024-03-15,Business,Nigeria,Berlin,Certified,34,2,1,0,41.93877551020408,42.0548523206751,1.0
809,2024-05-22,2024-06-30,Student,Nepal,SaoPaulo,Certified,39,5,2,0,41.83756345177665,41.93832599118943,1.0
810,2024-12-29,2025-02-16,Work,Japan,Delhi,Denied,49,12,4,1,43.073170731707314,42.42922374429224,0.0
811,2024-01-17,2024-02-13,Work,Japan,Delhi,Certified,27,1,1,0,43.073170731707314,42.42922374429224,1.0
812,2024-11-16,2024-12-20,Work,Nepal,Delhi,Certified,34,11,4,0,41.83756345177665,42.42922374429224,1.0
813,2024-09-06,2024-10-19,Work,Brazil,Mumbai,Certified,43,9,3,1,40.990338164251206,41.49626865671642,1.0
814,2024-04-13,2024-05-13,Student,Nepal,Delhi,Certified,30,4,2,0,41.83756345177665,42.42922374429224,1.0
815,2024-10-10,2024-11-27,Work,Nepal,Delhi,Denied,48,10,4,0,41.83756345177665,42.42922374429224,0.0
816,2024-11-01,2024-12-08,Business,Nepal,Mumbai,Certified,37,11,4,0,41.83756345177665,41.49626865671642,1.0
817,2024-01-16,2024-02-19,Student,Brazil,SaoPaulo,Certified,34,1,1,0,40.990338164251206,41.93832599118943,1.0
818,2024-02-08,2024-03-06,Work,Nepal,SaoPaulo,Certified,27,2,1,0,41.83756345177665,41.93832599118943,1.0
819,2024-08-30,2024-10-30,Tourist,India,Delhi,Denied,61,8,3,1,41.64736842105263,42.42922374429224,0.0
820,2024-12-30,2025-02-17,Student,Brazil,SaoPaulo,Denied,49,12,4,1,40.990338164251206,41.93832599118943,0.0
821,2024-01-09,2024-02-23,Business,Nigeria,Mumbai,Denied,45,1,1,0,41.93877551020408,41.49626865671642,0.0
822,2024-08-30,2024-10-15,Work,Nepal,Berlin,Denied,46,8,3,1,41.83756345177665,42.0548523206751,0.0
823,2024-02-19,2024-03-16,Tourist,Nigeria,Mumbai,Certified,26,2,1,0,41.93877551020408,41.49626865671642,1.0
824,2024-08-25,2024-10-19,Work,Nepal,Berlin,Denied,55,8,3,1,41.83756345177665,42.0548523206751,0.0
825,2024-08-15,2024-09-28,Business,Germany,Tokyo,Certified,44,8,3,1,41.94634146341463,41.72289156626506,1.0
826,2024-02-03,2024-03-13,Tourist,Nigeria,Tokyo,Certified,39,2,1,0,41.93877551020408,41.72289156626506,1.0
827,2024-09-05,2024-10-21,Tourist,Japan,Berlin,Denied,46,9,3,1,43.073170731707314,42.0548523206751,0.0
828,2024-11-23,2025-01-05,Student,India,Tokyo,Certified,43,11,4,0,41.64736842105263,41.72289156626506,1.0
829,2024-11-11,2024-12-26,Work,Japan,Tokyo,Denied,45,11,4,0,43.073170731707314,41.72289156626506,0.0
830,2024-01-11,2024-02-22,Student,Brazil,Delhi,Certified,42,1,1,0,40.990338164251206,42.42922374429224,1.0
831,2024-03-30,2024-05-13,Business,India,Mumbai,Certified,44,3,1,0,41.64736842105263,41.49626865671642,1.0
832,2024-03-28,2024-05-07,Business,Germany,Delhi,Certified,40,3,1,0,41.94634146341463,42.42922374429224,1.0
833,2024-06-14,2024-08-08,Work,Nepal,Tokyo,Denied,55,6,2,1,41.83756345177665,41.72289156626506,0.0
834,2024-02-22,2024-03-28,Student,Nepal,Berlin,Certified,35,2,1,0,41.83756345177665,42.0548523206751,1.0
835,2024-11-07,2025-01-05,Tourist,Japan,Tokyo,Denied,59,11,4,0,43.073170731707314,41.72289156626506,0.0
836,2024-10-10,2024-11-11,Business,Nepal,Berlin,Certified,32,10,4,0,41.83756345177665,42.0548523206751,1.0
837,2024-10-22,2024-12-09,Business,Nigeria,Mumbai,Denied,48,10,4,0,41.93877551020408,41.49626865671642,0.0
838,2024-03-13,2024-04-29,Student,Nepal,Delhi,Denied,47,3,1,0,41.83756345177665,42.42922374429224,0.0
839,2024-01-06,2024-02-09,Work,India,SaoPaulo,Certified,34,1,1,0,41.64736842105263,41.93832599118943,1.0
840,2024-11-28,2025-01-16,Business,India,Mumbai,Denied,49,11,4,0,41.64736842105263,41.49626865671642,0.0
841,2024-04-15,2024-06-05,Work,India,Delhi,Denied,51,4,2,0,41.64736842105263,42.42922374429224,0.0
842,2024-08-27,2024-10-18,Tourist,Brazil,Mumbai,Denied,52,8,3,1,40.990338164251206,41.49626865671642,0.0
843,2024-11-27,2025-01-07,Work,Brazil,SaoPaulo,Certified,41,11,4,0,40.990338164251206,41.93832599118943,1.0
844,2024-01-14,2024-02-18,Business,India,Mumbai,Certified,35,1,1,0,41.64736842105263,41.49626865671642,1.0
845,2024-01-02,2024-02-05,Business,Brazil,SaoPaulo,Certified,34,1,1,0,40.990338164251206,41.93832599118943,1.0
846,2024-01-02,2024-02-09,Student,Nepal,Berlin,Certified,38,1,1,0,41.83756345177665,42.0548523206751,1.0
847,2024-02-27,2024-04-09,Work,Nigeria,SaoPaulo,Certified,42,2,1,0,41.93877551020408,41.93832599118943,1.0
848,2024-01-19,2024-02-28,Student,Japan,Tokyo,Certified,40,1,1,0,43.073170731707314,41.72289156626506,1.0
849,2024-10-26,2024-11-25,Work,Germany,Delhi,Certified,30,10,4,0,41.94634146341463,42.42922374429224,1.0
850,2024-08-09,2024-09-26,Tourist,Japan,Berlin,Denied,48,8,3,1,43.073170731707314,42.0548523206751,0.0
851,2024-12-23,2025-02-15,Student,Nepal,Berlin,Denied,54,12,4,1,41.83756345177665,42.0548523206751,0.0
852,2024-10-19,2024-11-25,Student,Nepal,Mumbai,Certified,37,10,4,0,41.83756345177665,41.49626865671642,1.0
853,2024-12-17,2025-02-02,Student,Germany,Berlin,Denied,47,12,4,1,41.94634146341463,42.0548523206751,0.0
854,2024-03-28,2024-05-04,Student,Nepal,Delhi,Certified,37,3,1,0,41.83756345177665,42.42922374429224,1.0
855,2024-04-15,2024-05-22,Tourist,Japan,Tokyo,Certified,37,4,2,0,43.073170731707314,41.72289156626506,1.0
856,2024-11-06,2024-12-09,Work,Brazil,SaoPaulo,Certified,33,11,4,0,40.990338164251206,41.93832599118943,1.0
857,2024-03-30,2024-04-29,Student,Nepal,Delhi,Certified,30,3,1,0,41.83756345177665,42.42922374429224,1.0
858,2024-01-21,2024-03-03,Business,Japan,Berlin,Certified,42,1,1,0,43.073170731707314,42.0548523206751,1.0
859,2024-09-01,2024-10-17,Tourist,Nigeria,Tokyo,Denied,46,9,3,1,41.93877551020408,41.72289156626506,0.0
860,2024-10-19,2024-11-24,Work,Germany,Delhi,Certified,36,10,4,0,41.94634146341463,42.42922374429224,1.0
861,2024-12-19,2025-01-13,Tourist,Brazil,Mumbai,Certified,25,12,4,1,40.990338164251206,41.49626865671642,1.0
862,2024-12-04,2025-01-09,Work,India,Mumbai,Certified,36,12,4,1,41.64736842105263,41.49626865671642,1.0
863,2024-02-13,2024-03-29,Student,Germany,Delhi,Denied,45,2,1,0,41.94634146341463,42.42922374429224,0.0
864,2024-10-08,2024-11-14,Student,India,SaoPaulo,Certified,37,10,4,0,41.64736842105263,41.93832599118943,1.0
865,2024-11-04,2024-12-18,Work,Nigeria,Berlin,Certified,44,11,4,0,41.93877551020408,42.0548523206751,1.0
866,2024-09-11,2024-10-20,Business,Brazil,Tokyo,Certified,39,9,3,1,40.990338164251206,41.72289156626506,1.0
867,2024-10-26,2024-12-15,Student,Germany,Berlin,Denied,50,10,4,0,41.94634146341463,42.0548523206751,0.0
868,2024-11-01,2024-12-10,Business,Japan,SaoPaulo,Certified,39,11,4,0,43.073170731707314,41.93832599118943,1.0
869,2024-06-11,2024-07-27,Tourist,Brazil,SaoPaulo,Denied,46,6,2,1,40.990338164251206,41.93832599118943,0.0
870,2024-01-15,2024-03-13,Student,Japan,Tokyo,Denied,58,1,1,0,43.073170731707314,41.72289156626506,0.0
871,2024-06-15,2024-08-11,Student,India,Mumbai,Denied,57,6,2,1,41.64736842105263,41.49626865671642,0.0
872,2024-03-14,2024-04-18,Business,India,Berlin,Certified,35,3,1,0,41.64736842105263,42.0548523206751,1.0
873,2024-02-11,2024-03-13,Tourist,Japan,SaoPaulo,Certified,31,2,1,0,43.073170731707314,41.93832599118943,1.0
874,2024-02-15,2024-03-22,Student,Nigeria,Berlin,Certified,36,2,1,0,41.93877551020408,42.0548523206751,1.0
875,2024-09-11,2024-10-25,Student,Brazil,Berlin,Certified,44,9,3,1,40.990338164251206,42.0548523206751,1.0
876,2024-07-03,2024-08-20,Business,India,Delhi,Denied,48,7,3,1,41.64736842105263,42.42922374429224,0.0
877,2024-07-16,2024-08-31,Student,Nepal,SaoPaulo,Denied,46,7,3,1,41.83756345177665,41.93832599118943,0.0
878,2024-09-28,2024-11-21,Business,Germany,Tokyo,Denied,54,9,3,1,41.94634146341463,41.72289156626506,0.0
879,2024-07-19,2024-09-10,Work,Germany,Mumbai,Denied,53,7,3,1,41.94634146341463,41.49626865671642,0.0
880,2024-08-17,2024-10-21,Work,Japan,Berlin,Denied,65,8,3,1,43.073170731707314,42.0548523206751,0.0
881,2024-02-01,2024-03-10,Business,Brazil,Berlin,Certified,38,2,1,0,40.990338164251206,42.0548523206751,1.0
882,2024-11-06,2024-12-28,Tourist,Brazil,Delhi,Denied,52,11,4,0,40.990338164251206,42.42922374429224,0.0
883,2024-06-12,2024-07-31,Student,India,SaoPaulo,Denied,49,6,2,1,41.64736842105263,41.93832599118943,0.0
884,2024-02-26,2024-04-05,Work,India,SaoPaulo,Certified,39,2,1,0,41.64736842105263,41.93832599118943,1.0
885,2024-10-23,2024-11-29,Tourist,Brazil,SaoPaulo,Certified,37,10,4,0,40.990338164251206,41.93832599118943,1.0
886,2024-09-25,2024-11-08,Tourist,Nigeria,Mumbai,Certified,44,9,3,1,41.93877551020408,41.49626865671642,1.0
887,2024-01-20,2024-02-25,Tourist,India,Mumbai,Certified,36,1,1,0,41.64736842105263,41.49626865671642,1.0
888,2024-03-11,2024-04-17,Business,Brazil,Delhi,Certified,37,3,1,0,40.990338164251206,42.42922374429224,1.0
889,2024-01-06,2024-02-10,Work,Nigeria,Tokyo,Certified,35,1,1,0,41.93877551020408,41.72289156626506,1.0
890,2024-04-08,2024-05-09,Student,Germany,Mumbai,Certified,31,4,2,0,41.94634146341463,41.49626865671642,1.0
891,2024-02-06,2024-03-08,Work,Japan,SaoPaulo,Certified,31,2,1,0,43.073170731707314,41.93832599118943,1.0
892,2024-09-16,2024-11-01,Work,Brazil,SaoPaulo,Denied,46,9,3,1,40.990338164251206,41.93832599118943,0.0
893,2024-07-09,2024-08-10,Business,Brazil,Delhi,Certified,32,7,3,1,40.990338164251206,42.42922374429224,1.0
894,2024-12-23,2025-02-05,Business,Japan,SaoPaulo,Certified,44,12,4,1,43.073170731707314,41.93832599118943,1.0
895,2024-09-30,2024-11-20,Business,Germany,Delhi,Denied,51,9,3,1,41.94634146341463,42.42922374429224,0.0
896,2024-08-11,2024-09-25,Tourist,Nepal,Berlin,Denied,45,8,3,1,41.83756345177665,42.0548523206751,0.0
897,2024-07-04,2024-08-07,Business,Germany,Berlin,Certified,34,7,3,1,41.94634146341463,42.0548523206751,1.0
898,2024-01-20,2024-02-29,Student,India,SaoPaulo,Certified,40,1,1,0,41.64736842105263,41.93832599118943,1.0
